homeTileId,workTileId,rows,workers
NEC_CP03_RP01,NEC_CM04_RM03,18,18
NEC_CP03_RP01,NEC_CP00_RM01,170,170
NEC_CP03_RP01,NEC_CP00_RP00,5399,5399
NEC_CP03_RP01,NEC_CP00_RP01,297,297
NEC_CP03_RP01,NEC_CP00_RP02,395,396
NEC_CP03_RP01,NEC_CP01_RP00,1585,1587
NEC_CP03_RP01,NEC_CP01_RP01,7465,7472
NEC_CP03_RP01,NEC_CP01_RP02,3791,3839
NEC_CP03_RP01,NEC_CP02_RP00,416,417
NEC_CP03_RP01,NEC_CP02_RP01,25717,26372
NEC_CP03_RP01,NEC_CP02_RP02,25688,25986
NEC_CP03_RP01,NEC_CP02_RP03,401,401
NEC_CP03_RP01,NEC_CP03_RP00,87,87
NEC_CP03_RP01,NEC_CP03_RP01,667425,713422
NEC_CP03_RP01,NEC_CP03_RP02,244912,256079
NEC_CP03_RP01,NEC_CP03_RP03,515,515
NEC_CP03_RP01,NEC_CP04_RP00,140,140
NEC_CP03_RP01,NEC_CP04_RP01,14334,14662
NEC_CP03_RP01,NEC_CP04_RP03,337,337
NEC_CP03_RP02,NEC_CM01_RM01,724,724
NEC_CP03_RP02,NEC_CM01_RM02,49,49
NEC_CP03_RP02,NEC_CM01_RM03,10,10
NEC_CP03_RP02,NEC_CM01_RP00,276,276
NEC_CP03_RP02,NEC_CM01_RP01,85,85
NEC_CP03_RP02,NEC_CM02_RM01,269,269
NEC_CP03_RP02,NEC_CM02_RM02,50,50
NEC_CP03_RP02,NEC_CM02_RM03,24,24
NEC_CP03_RP02,NEC_CM02_RP00,101,101
NEC_CP03_RP02,NEC_CM02_RP01,38,38
NEC_CP03_RP02,NEC_CM03_RM01,82,82
NEC_CP03_RP02,NEC_CM03_RM02,1311,1312
NEC_CP03_RP02,NEC_CM03_RM03,27,27
NEC_CP03_RP02,NEC_CM03_RP00,25,25
NEC_CP03_RP02,NEC_CM04_RM01,22,22
NEC_CP03_RP02,NEC_CM04_RM02,766,769
NEC_CP03_RP02,NEC_CM04_RM03,31,31
NEC_CP03_RP02,NEC_CP00_RM01,118,119
NEC_CP03_RP02,NEC_CP00_RP00,10553,10561
NEC_CP03_RP02,NEC_CP00_RP01,563,564
NEC_CP03_RP02,NEC_CP00_RP02,1009,1011
NEC_CP03_RP02,NEC_CP01_RP00,2126,2132
NEC_CP03_RP02,NEC_CP01_RP01,10083,10102
NEC_CP03_RP02,NEC_CP01_RP02,6904,6996
NEC_CP03_RP02,NEC_CP02_RP00,158,158
NEC_CP03_RP02,NEC_CP02_RP01,6986,7099
NEC_CP03_RP02,NEC_CP02_RP02,73710,77309
NEC_CP03_RP02,NEC_CP02_RP03,14893,15272
NEC_CP03_RP02,NEC_CP03_RP00,5,5
NEC_CP03_RP02,NEC_CP03_RP01,89880,91485
NEC_CP03_RP02,NEC_CP03_RP02,1485983,1659385
NEC_CP03_RP02,NEC_CP03_RP03,23063,24638
NEC_CP03_RP02,NEC_CP04_RP00,159,159
NEC_CP03_RP02,NEC_CP04_RP01,5677,5686
NEC_CP03_RP02,NEC_CP04_RP03,1546,1546
NEC_CP03_RP03,NEC_CM01_RM01,55,55
NEC_CP03_RP03,NEC_CM01_RM02,11,11
NEC_CP03_RP03,NEC_CM01_RM03,1,1
NEC_CP03_RP03,NEC_CM01_RP00,12,12
NEC_CP03_RP03,NEC_CM01_RP01,6,6
NEC_CP03_RP03,NEC_CM02_RM01,11,11
NEC_CP03_RP03,NEC_CM02_RM03,4,4
NEC_CP03_RP03,NEC_CM02_RP00,9,9
NEC_CP03_RP03,NEC_CM02_RP01,6,6
NEC_CP03_RP03,NEC_CM03_RM01,15,15
NEC_CP03_RP03,NEC_CM03_RM02,94,94
NEC_CP03_RP03,NEC_CM03_RM03,3,3
NEC_CP03_RP03,NEC_CM03_RP00,6,6
NEC_CP03_RP03,NEC_CM04_RM01,4,4
NEC_CP03_RP03,NEC_CM04_RM02,41,41
NEC_CP03_RP03,NEC_CM04_RM03,3,3
NEC_CP03_RP03,NEC_CP00_RM01,9,9
NEC_CP03_RP03,NEC_CP00_RP00,425,427
NEC_CP03_RP03,NEC_CP00_RP01,39,39
NEC_CP03_RP03,NEC_CP00_RP02,103,103
NEC_CP03_RP03,NEC_CP01_RP00,96,96
NEC_CP03_RP03,NEC_CP01_RP01,346,346
NEC_CP03_RP03,NEC_CP01_RP02,249,250
NEC_CP03_RP03,NEC_CP02_RP00,10,10
NEC_CP03_RP03,NEC_CP02_RP01,182,182
NEC_CP03_RP03,NEC_CP02_RP02,4849,4976
NEC_CP03_RP03,NEC_CP02_RP03,16080,17154
NEC_CP03_RP03,NEC_CP03_RP00,2,2
NEC_CP03_RP03,NEC_CP03_RP01,1064,1064
NEC_CP03_RP03,NEC_CP03_RP02,39559,41447
NEC_CP03_RP03,NEC_CP03_RP03,83699,96614
NEC_CP03_RP03,NEC_CP04_RP00,1,1
NEC_CP03_RP03,NEC_CP04_RP01,147,147
NEC_CP03_RP03,NEC_CP04_RP03,28453,30189
NEC_CP04_RP00,NEC_CM01_RM01,2,2
NEC_CP04_RP00,NEC_CM01_RP00,2,2
NEC_CP04_RP00,NEC_CM02_RM01,1,1
NEC_CP04_RP00,NEC_CM03_RM02,2,2
NEC_CP04_RP00,NEC_CM03_RM03,1,1
NEC_CP04_RP00,NEC_CM04_RM01,1,1
NEC_CP04_RP00,NEC_CM04_RM02,1,1
NEC_CP04_RP00,NEC_CP00_RP00,33,33
NEC_CP04_RP00,NEC_CP00_RP01,2,2
NEC_CP04_RP00,NEC_CP00_RP02,1,1
NEC_CP04_RP00,NEC_CP01_RP00,7,7
NEC_CP04_RP00,NEC_CP01_RP01,43,43
NEC_CP04_RP00,NEC_CP01_RP02,22,22
NEC_CP04_RP00,NEC_CP02_RP01,21,21
NEC_CP04_RP00,NEC_CP02_RP02,91,91
NEC_CP04_RP00,NEC_CP02_RP03,5,5
NEC_CP04_RP00,NEC_CP03_RP01,442,444
NEC_CP04_RP00,NEC_CP03_RP02,627,629
NEC_CP04_RP00,NEC_CP03_RP03,3,3
NEC_CP04_RP00,NEC_CP04_RP00,1543,2197
NEC_CP04_RP00,NEC_CP04_RP01,1245,1769
NEC_CP04_RP00,NEC_CP04_RP03,3,3
NEC_CP04_RP01,NEC_CM01_RM01,32,32
NEC_CP04_RP01,NEC_CM01_RM02,2,2
NEC_CP04_RP01,NEC_CM01_RP00,14,14
NEC_CP04_RP01,NEC_CM01_RP01,2,2
NEC_CP04_RP01,NEC_CM02_RM01,15,15
NEC_CP04_RP01,NEC_CM02_RM02,5,5
NEC_CP04_RP01,NEC_CM02_RM03,1,1
NEC_CP04_RP01,NEC_CM02_RP00,4,4
NEC_CP04_RP01,NEC_CM02_RP01,3,3
NEC_CP04_RP01,NEC_CM03_RM01,6,6
NEC_CP04_RP01,NEC_CM03_RM02,72,72
NEC_CP04_RP01,NEC_CM03_RP00,5,5
NEC_CP04_RP01,NEC_CM04_RM01,1,1
NEC_CP04_RP01,NEC_CM04_RM02,41,41
NEC_CP04_RP01,NEC_CP00_RM01,7,7
NEC_CP04_RP01,NEC_CP00_RP00,721,721
NEC_CP04_RP01,NEC_CP00_RP01,52,52
NEC_CP04_RP01,NEC_CP00_RP02,64,64
NEC_CP04_RP01,NEC_CP01_RP00,165,165
NEC_CP04_RP01,NEC_CP01_RP01,768,768
NEC_CP04_RP01,NEC_CP01_RP02,567,571
NEC_CP04_RP01,NEC_CP02_RP00,15,15
NEC_CP04_RP01,NEC_CP02_RP01,617,619
NEC_CP04_RP01,NEC_CP02_RP02,2101,2105
NEC_CP04_RP01,NEC_CP02_RP03,82,82
NEC_CP04_RP01,NEC_CP03_RP00,2,2
NEC_CP04_RP01,NEC_CP03_RP01,19332,20481
NEC_CP04_RP01,NEC_CP03_RP02,18940,19112
NEC_CP04_RP01,NEC_CP03_RP03,76,76
NEC_CP04_RP01,NEC_CP04_RP00,583,596
NEC_CP04_RP01,NEC_CP04_RP01,55739,61466
NEC_CP04_RP01,NEC_CP04_RP03,59,59
NEC_CP04_RP03,NEC_CM01_RM01,37,37
NEC_CP04_RP03,NEC_CM01_RM02,8,8
NEC_CP04_RP03,NEC_CM01_RM03,1,1
NEC_CP04_RP03,NEC_CM01_RP00,16,16
NEC_CP04_RP03,NEC_CM01_RP01,1,1
NEC_CP04_RP03,NEC_CM02_RM01,9,9
NEC_CP04_RP03,NEC_CM02_RM02,4,4
NEC_CP04_RP03,NEC_CM02_RM03,2,2
NEC_CP04_RP03,NEC_CM02_RP00,12,12
NEC_CP04_RP03,NEC_CM02_RP01,1,1
NEC_CP04_RP03,NEC_CM03_RM01,7,7
NEC_CP04_RP03,NEC_CM03_RM02,93,93
NEC_CP04_RP03,NEC_CM03_RP00,2,2
NEC_CP04_RP03,NEC_CM04_RM01,6,6
NEC_CP04_RP03,NEC_CM04_RM02,29,29
NEC_CP04_RP03,NEC_CP00_RM01,8,8
NEC_CP04_RP03,NEC_CP00_RP00,279,279
NEC_CP04_RP03,NEC_CP00_RP01,17,17
NEC_CP04_RP03,NEC_CP00_RP02,64,64
NEC_CP04_RP03,NEC_CP01_RP00,33,33
NEC_CP04_RP03,NEC_CP01_RP01,119,119
NEC_CP04_RP03,NEC_CP01_RP02,59,59
NEC_CP04_RP03,NEC_CP02_RP00,6,6
NEC_CP04_RP03,NEC_CP02_RP01,60,60
NEC_CP04_RP03,NEC_CP02_RP02,319,320
NEC_CP04_RP03,NEC_CP02_RP03,383,383
NEC_CP04_RP03,NEC_CP03_RP01,276,276
NEC_CP04_RP03,NEC_CP03_RP02,2856,2864
NEC_CP04_RP03,NEC_CP03_RP03,8041,8375
NEC_CP04_RP03,NEC_CP04_RP00,4,4
NEC_CP04_RP03,NEC_CP04_RP01,45,45
NEC_CP04_RP03,NEC_CP04_RP03,91975,107884
